qid,type,books,kind,subq,same_subq,whole_in
BJ-2026-XC-QIMO-Q17,非选择题,xuanbi2;bixiu3,whole_question_ref_overlaps,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2026-XC-QIMO-Q19,非选择题,reasoning;bixiu2,different_subq_split,reasoning:2 | bixiu2:1,,
BJ-2026-XC-QIMO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-XC-QIMO-Q1,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-XC-QIMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-TZ-QIMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-TZ-QIMO-Q3,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-TZ-QIMO-Q19,非选择题,xuanbi2;reasoning,whole_question_ref_overlaps,xuanbi2:整题 | reasoning:2,,xuanbi2
BJ-2026-TZ-QIMO-Q21,非选择题,philosophy;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;bixiu2;bixiu3
BJ-2026-TZ-QIMO-Q5,选择题,philosophy;mind;bixiu3,choice_in_multiple_books,philosophy:整题 | mind:整题 | bixiu3:整题,,philosophy;mind;bixiu3
BJ-2026-TZ-QIMO-Q8,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-TZ-QIMO-Q9,选择题,philosophy;mind;bixiu2,choice_in_multiple_books,philosophy:整题 | mind:整题 | bixiu2:整题,,philosophy;mind;bixiu2
BJ-2026-TZ-QIMO-Q11,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-TZ-QIMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-TZ-QIMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-SJS-QIMO-Q5,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2024-BJ-GAOKAO-Q1,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2024-BJ-GAOKAO-Q2,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2024-BJ-GAOKAO-Q3,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2024-BJ-GAOKAO-Q4,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2024-BJ-GAOKAO-Q5,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2024-BJ-GAOKAO-Q15,选择题,culture;xuanbi1,choice_in_multiple_books,culture:整题 | xuanbi1:整题,,culture;xuanbi1
BJ-2024-BJ-GAOKAO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2024-BJ-GAOKAO-Q18,非选择题,reasoning;bixiu2,different_subq_split,reasoning:1 | bixiu2:2,,
BJ-2024-BJ-GAOKAO-Q19,非选择题,xuanbi2;bixiu2,whole_question_ref_overlaps,xuanbi2:整题 | bixiu2:整题,,xuanbi2;bixiu2
BJ-2024-BJ-GAOKAO-Q20,非选择题,xuanbi1;bixiu2,whole_question_ref_overlaps,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2024-BJ-GAOKAO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2025-BJ-GAOKAO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2025-BJ-GAOKAO-Q18,非选择题,xuanbi2;mind,whole_question_ref_overlaps,xuanbi2:整题 | mind:2,,xuanbi2
BJ-2025-BJ-GAOKAO-Q21,非选择题,bixiu2;bixiu3,whole_question_ref_overlaps,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2025-BJ-GAOKAO-Q2,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2025-BJ-GAOKAO-Q3,选择题,culture;reasoning,choice_in_multiple_books,culture:整题 | reasoning:整题,,culture;reasoning
BJ-2025-BJ-GAOKAO-Q6,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2025-BJ-GAOKAO-Q9,选择题,bixiu2;bixiu3,choice_in_multiple_books,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2025-BJ-GAOKAO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2025-BJ-GAOKAO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-BJ-GAOKAO-Q7,选择题,mind;reasoning,choice_in_multiple_books,mind:整题 | reasoning:整题,,mind;reasoning
BJ-2026-BJ-GAOKAO-Q18,非选择题,reasoning;bixiu2;bixiu3,same_subq_in_multiple_books,reasoning:1 | bixiu2:2 | bixiu3:2,2,
BJ-2026-BJ-GAOKAO-Q19,非选择题,xuanbi2;bixiu2,whole_question_ref_overlaps,xuanbi2:整题 | bixiu2:整题,,xuanbi2;bixiu2
BJ-2026-BJ-GAOKAO-Q6,选择题,mind;reasoning,choice_in_multiple_books,mind:整题 | reasoning:整题,,mind;reasoning
BJ-2024-XC-ERMO-Q4,选择题,bixiu2;bixiu3,choice_in_multiple_books,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2024-XC-ERMO-Q15,选择题,culture;mind,choice_in_multiple_books,culture:整题 | mind:整题,,culture;mind
BJ-2024-XC-YIMO-Q5,选择题,xuanbi2;bixiu3,choice_in_multiple_books,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2024-SY-ERMO-Q20,非选择题,philosophy;bixiu3,same_subq_in_multiple_books,philosophy:2 | bixiu3:2,2,
BJ-2024-SY-ERMO-Q2,选择题,philosophy;culture;mind,choice_in_multiple_books,philosophy:整题 | culture:整题 | mind:整题,,philosophy;culture;mind
BJ-2024-SY-ERMO-Q3,选择题,philosophy;culture;mind;bixiu2,choice_in_multiple_books,philosophy:整题 | culture:整题 | mind:整题 | bixiu2:整题,,philosophy;culture;mind;bixiu2
BJ-2024-SY-ERMO-Q5,选择题,philosophy;culture;mind,choice_in_multiple_books,philosophy:整题 | culture:整题 | mind:整题,,philosophy;culture;mind
BJ-2024-SY-ERMO-Q9,选择题,xuanbi1;bixiu3,choice_in_multiple_books,xuanbi1:整题 | bixiu3:整题,,xuanbi1;bixiu3
BJ-2026-FS-ERMO-Q4,选择题,philosophy;culture;bixiu2,choice_in_multiple_books,philosophy:整题 | culture:整题 | bixiu2:整题,,philosophy;culture;bixiu2
BJ-2026-FS-ERMO-Q9,选择题,culture;bixiu3,choice_in_multiple_books,culture:整题 | bixiu3:整题,,culture;bixiu3
BJ-2026-FS-ERMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2023-HD-YIMO-Q12,选择题,bixiu2;bixiu3,choice_in_multiple_books,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
