book,uid,type,exam,exam_used_by_book,setq_tail,evidence
必修三,BJ-2026-CY-QIMO-Q1,选择题,BJ-2026-CY-QIMO,是,，中国特色社会主义制度始终以中华优秀传统文化为滋养，以中国社会的具体实际为依据，在马克思主义中国化时代化的进程中不断焕发新的生命力。可见，中国特色社会主义制度 ,词典判给本模块题肢1个；位置先验0.53
必修三,BJ-2026-CY-QIMO-Q10,选择题,BJ-2026-CY-QIMO,是,用设施设备等归全体业主共有，物业公司需单独建账、定期公示。某小区业主因物业公司未公示公共收益而提起诉讼，法院依法判决物业公司限期公示相关内容。下列说法合理的是 ,词典判给本模块题肢1个；位置先验0.50；书稿已收:X2
必修三,BJ-2023-DC-YIMO-Q1,选择题,BJ-2023-DC-YIMO,是,来源：；原卷 SH,词典判给本模块题肢1个；位置先验0.80
必修三,BJ-2023-HD-QIZHONG-Q2,选择题,BJ-2023-HD-QIZHONG,是,洋、产业门类齐、“天和”驻太空、“祝融”探火星……现实的画卷远比百年前的设想更为壮阔。进入新时代，中国式现代化气象万千，前景光明。中国式现代化的成功推进和拓展 ,词典判给本模块题肢1个；位置先验0.62
必修三,BJ-2024-DC-YIMO-Q1,选择题,BJ-2024-DC-YIMO,是,留。题内图片、表格、图表、边框、箭头和版面关系以页图为准。 1. 从神舟家族“太空接力”到“奋斗者”号极限深潜，从荒漠化治理到低碳生活，从杭州亚运会到“贵州村B,词典判给本模块题肢1个；位置先验0.80；书稿已收:CU/X1
必修三,BJ-2024-SJS-YIMO-Q1,选择题,BJ-2024-SJS-YIMO,是,装脱胎换骨成为新型人民军队？从南昌起义到三湾改编再到古田会议，终于给出了 历史的回答。今天，无论使命任务如何变化，人民军队都不能忘记自己的“根”。 这启示我们 ,词典判给本模块题肢1个；位置先验0.80
必修三,BJ-2024-SJS-YIMO-Q18(1),主观题,BJ-2024-SJS-YIMO,是,结合材料，运用《政治与法治》知识，分析“一米法庭”项目如何使群众真正 获益。（7 分）,设问点名:《政治与法治》
必修三,BJ-2024-XC-YIMO-Q8,选择题,BJ-2024-XC-YIMO,是,（source_id ；SH,词典判给本模块题肢1个；位置先验0.71；书稿已收:X2
必修三,BJ-2025-HD-QIZHONG-Q19,主观题,BJ-2025-HD-QIZHONG,否（本书无此卷任何题）,结合材料，运用《政治与法治》知识，分析上述条款修订的原因。,设问点名:《政治与法治》
必修三,BJ-2025-HD-QIZHONG-Q7,选择题,BJ-2025-HD-QIZHONG,否（本书无此卷任何题）,递员、外卖配送员、网约车司机等新就业群体也化身信息报送员、文明宣传员、安全防范员、扶老助困员，成为首都治理“新力量”。新就业群体融入首都治理（       ） ,词典判给本模块题肢2个；位置先验0.44
必修三,BJ-2026-YQ-YIMO-Q1,选择题,BJ-2026-YQ-YIMO,是,年艰苦抗战的光辉历程。展览全面展示了中华儿女在中国共产党倡导的抗日民族统一战线旗帜下，为国家生存而战、为民族复兴而战、为人类正义而战的雄壮史诗。下列表述正确的是,词典判给本模块题肢1个；位置先验0.80
必修三,BJ-2026-HD-YIMO-Q1,选择题,BJ-2026-HD-YIMO,是,纪念中国工农红军长征胜利90周年，某校组织开展主题为“追寻长征足迹，筑牢信仰根基” 的研学活动，学生走进数字体验馆沉浸式“重走长征路”。通过这一活动，学生可以 ,词典判给本模块题肢1个；位置先验0.80；书稿已收:CU
必修三,BJ-2026-MTG-YIMO-Q1,选择题,BJ-2026-MTG-YIMO,是,。 | 中共中央在香山时期，指挥渡江战役、解放全中国，筹备中国人民政治协商会议，起草《中国人民政治协商会议共同纲领》。 | 对上述历史事件的意义，表述正确的有 ,词典判给本模块题肢1个；位置先验0.80；书稿已收:CU
必修三,BJ-2026-SY-YIMO-Q1,选择题,BJ-2026-SY-YIMO,是,，到 取得“两弹一星”、探月工程等重大科技突破，再到党的十八大以来打赢脱贫攻坚战，建成 世界上规模最大的教育体系、社会保障体系、医疗卫生体系。下列分析正确的是 ,词典判给本模块题肢1个；位置先验0.80；书稿已收:CU/PH
必修三,BJ-2026-XC-QIMO-Q11,选择题,BJ-2026-XC-QIMO,是,别建议】 ✧ 经销商最佳策略：优先上牌、促销清库、厂商协作…… ✧ 消费者购买提示：购买旧标车务必在2025年11月30日前完成并上牌…… 这些后续工作的开展 ,词典判给本模块题肢1个；位置先验0.65
必修三,BJ-2026-SJS-QIMO-Q16,主观题,BJ-2026-SJS-QIMO,否（本书无此卷任何题）,结合材料，运用《政治与法治》相关知识，谈谈你对《实施办法》上述规定的理解。,设问点名:《政治与法治》
必修三,BJ-2026-SJS-QIMO-Q1,选择题,BJ-2026-SJS-QIMO,否（本书无此卷任何题）,发挥中流砥柱作用的伟大胜利，是全民族众志成城奋勇抗战的伟大胜利，是中国人民同反法西斯同盟国以及各国人民并肩战斗的伟大胜利。缅怀历史，获得启迪。下列说法正确的是 ,词典判给本模块题肢2个；位置先验0.53；书稿已收:CU
必修三,BJ-2026-SJS-QIMO-Q7,选择题,BJ-2026-SJS-QIMO,否（本书无此卷任何题）,2025年3月，中共中央部署在全党开展深入贯彻中央八项规定精神学习教育，强调要“以钉钉子精神狠抓作风建设，推动党员干部强化宗旨意识”。开展此项学习教育，有利于 ,词典判给本模块题肢2个；位置先验0.47
必修三,BJ-2024-BJ-GAOKAO-Q16,主观题,BJ-2024-BJ-GAOKAO,是,21年 17.结合材料，运用《政治生活》知识，说明政府如何运用法治思维推进数据治理。（7分）,设问点名:《政治生活》/政治生活；细则书名:CU/PH；书稿已收:CU/PH
必修三,BJ-2024-SY-ERMO-Q15,选择题,BJ-2024-SY-ERMO,是,资〔2023〕1214号）收悉。现批复如下： 一、原则同意《北京城市副中心建设国家绿色发展示范区实施方案》（以下简称《方案》），请认真组织实施。 这表明在我国 ,词典判给本模块题肢2个；位置先验0.12；书稿已收:X1
必修三,BJ-2023-HD-YIMO-Q1,选择题,BJ-2023-HD-YIMO,是,色社会主义就是这部交响乐的华彩乐章。中国特色社会主义，既坚持了科学社会主义基本原则，又赋予其鲜明的中国特色。中国特色社会主义，“特色”在哪里？下列认识正确的是 ,词典判给本模块题肢1个；位置先验0.80
