unit_id,qid,exam_id_raw,exam_id_canonical,num,type,subq,grain,content_fingerprint,script_tier,归属_B1,归属_B2,归属_B3,归属_PH,归属_CU,归属_X1,归属_X2,归属_MI,归属_RE,admission,evidence,evidence_detail,downgrade_notes,dup_of,dup_covered_by,conflict_script_out,identity_redirect,canonical_qid,rule_version,source,ruled
BJ-2026-CP-ERMO-Q20,BJ-2026-CP-ERMO-Q20,BJ-2026-CP-ERMO,BJ-2026-CP-ERMO,20,主观题,,整题,da4322e32ca318c7,倾向,OUT,IN,MAYBE,OUT,OUT,OUT,MAYBE,OUT,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2026-CP-ERMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CP-ERMO-Q21,BJ-2026-CP-ERMO-Q21,BJ-2026-CP-ERMO,BJ-2026-CP-ERMO,21,主观题,,整题,14136956daa7298d,不明,MAYBE,MAYBE,OUT,OUT,MAYBE,IN,MAYBE,OUT,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2026-CP-ERMO-Q21,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CP-ERMO-Q22,BJ-2026-CP-ERMO-Q22,BJ-2026-CP-ERMO,BJ-2026-CP-ERMO,22,主观题,,整题,37b1131b1103078b,不明,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2026-CP-ERMO-Q22,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q16,BJ-2026-CY-ERMO-Q16,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,16,主观题,,整题,8844f406a2863d32,不明,OUT,MAYBE,OUT,COLLECTED,MAYBE,OUT,OUT,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q16,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q18,BJ-2026-CY-ERMO-Q18,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,18,主观题,,整题,2f68c2cff29b7a18,不明,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q19#1,BJ-2026-CY-ERMO-Q19,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,19,主观题,1,小问,3908d3b7ca1b933e,不明,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,MAYBE,COLLECTED,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q19#2,BJ-2026-CY-ERMO-Q19,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,19,主观题,2,小问,27fd55dd86d2f5aa,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,OUT,COLLECTED,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q1,BJ-2026-CY-ERMO-Q1,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,1,选择题,,整题,284c64d25101e405,不明,IN,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q1,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q2,BJ-2026-CY-ERMO-Q2,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,2,选择题,,整题,0fc82f31df1655dc,不明,OUT,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q2,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q3,BJ-2026-CY-ERMO-Q3,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,3,选择题,,整题,e450854a1aed8498,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,MAYBE,COLLECTED,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q3,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q4,BJ-2026-CY-ERMO-Q4,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,4,选择题,,整题,e6dbf8e954d0aa43,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q4,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q5,BJ-2026-CY-ERMO-Q5,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,5,选择题,,整题,11621757e2f02749,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q5,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q6,BJ-2026-CY-ERMO-Q6,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,6,选择题,,整题,f83bba294c27ef8c,不明,OUT,IN,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q6,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q7,BJ-2026-CY-ERMO-Q7,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,7,选择题,,整题,9bf66efb91aa3a8f,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q7,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q8,BJ-2026-CY-ERMO-Q8,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,8,选择题,,整题,7c44585f5bc04e8d,倾向,OUT,MAYBE,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q8,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q9,BJ-2026-CY-ERMO-Q9,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,9,选择题,,整题,79f9527d892da8b9,倾向,OUT,MAYBE,COLLECTED,MAYBE,COLLECTED,OUT,MAYBE,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q9,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q10,BJ-2026-CY-ERMO-Q10,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,10,选择题,,整题,3b1d74ebf02d4c86,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q10,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q11,BJ-2026-CY-ERMO-Q11,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,11,选择题,,整题,91ac3ceb1176989b,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q11,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q12,BJ-2026-CY-ERMO-Q12,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,12,选择题,,整题,6e33a9fac63b3791,不明,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q12,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q13,BJ-2026-CY-ERMO-Q13,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,13,选择题,,整题,b20d2e533a5192bf,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q13,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q14,BJ-2026-CY-ERMO-Q14,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,14,选择题,,整题,9c827160bf5abee9,不明,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q14,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q15,BJ-2026-CY-ERMO-Q15,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,15,选择题,,整题,bcc9c5d70ca71afe,不明,MAYBE,COLLECTED,MAYBE,OUT,MAYBE,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,,,,,,BJ-2026-CY-ERMO-Q15,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q17,BJ-2026-CY-ERMO-Q17,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,17,主观题,,整题,c2504fbcdc2f81e8,倾向,OUT,OUT,COLLECTED,MAYBE,OUT,MAYBE,MAYBE,OUT,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q17,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q20#1,BJ-2026-CY-ERMO-Q20,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,20,主观题,1,小问,4b2f0d2609c796fd,不明,OUT,MAYBE,OUT,COLLECTED,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q20#2,BJ-2026-CY-ERMO-Q20,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,20,主观题,2,小问,a6cabbfec5f02bf5,不明,OUT,MAYBE,OUT,COLLECTED,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-CY-ERMO-Q21,BJ-2026-CY-ERMO-Q21,BJ-2026-CY-ERMO,BJ-2026-CY-ERMO,21,主观题,,整题,d3c2ec4787a0ba37,不明,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2026-CY-ERMO-Q21,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q3,BJ-2026-HD-ERMO-Q3,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,3,选择题,,整题,3025bac707e415b0,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q3,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q14,BJ-2026-HD-ERMO-Q14,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,14,选择题,,整题,25a14b16f5bcc9d3,不明,MAYBE,COLLECTED,MAYBE,OUT,OUT,COLLECTED,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q14,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q13,BJ-2026-HD-ERMO-Q13,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,13,选择题,,整题,bf9a565de0f37fa5,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q13,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q16,BJ-2026-HD-ERMO-Q16,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,16,主观题,,整题,0b0e0c22a87f278c,倾向,OUT,OUT,OUT,COLLECTED,OUT,MAYBE,MAYBE,OUT,OUT,不收-无E1,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q16,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q17,BJ-2026-HD-ERMO-Q17,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,17,主观题,,整题,32845e67c29669ab,倾向,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,不收-无E1,E3,逐题已匹配参考答案,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,,,,,BJ-2026-HD-ERMO-Q17,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q20#1,BJ-2026-HD-ERMO-Q20,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,20,主观题,1,小问,d8569da9ed458179,倾向,OUT,MAYBE,OUT,OUT,OUT,COLLECTED,MAYBE,OUT,COLLECTED,不收-无E1,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q20#2,BJ-2026-HD-ERMO-Q20,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,20,主观题,2,小问,2ad3fed6aa081eb5,倾向,OUT,MAYBE,OUT,OUT,OUT,COLLECTED,MAYBE,OUT,COLLECTED,不收-无E1,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q21,BJ-2026-HD-ERMO-Q21,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,21,主观题,,整题,8091aecd065ed74a,不明,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q21,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q1,BJ-2026-HD-ERMO-Q1,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,1,选择题,,整题,622be2fbd3612b9d,倾向,IN,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q1,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q2,BJ-2026-HD-ERMO-Q2,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,2,选择题,,整题,076f2807effe3edb,倾向,OUT,COLLECTED,MAYBE,COLLECTED,COLLECTED,OUT,OUT,OUT,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q2,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q4,BJ-2026-HD-ERMO-Q4,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,4,选择题,,整题,2b20b0ba2afb5b3e,倾向,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,OUT,COLLECTED,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q4,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q5,BJ-2026-HD-ERMO-Q5,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,5,选择题,,整题,8c91f080cd537a4d,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,MAYBE,MAYBE,COLLECTED,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q5,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q6,BJ-2026-HD-ERMO-Q6,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,6,选择题,,整题,3a5c3101f74f789b,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,MAYBE,MAYBE,COLLECTED,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q6,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q7,BJ-2026-HD-ERMO-Q7,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,7,选择题,,整题,0999fc4293d323ca,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q7,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q8,BJ-2026-HD-ERMO-Q8,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,8,选择题,,整题,0c7e3fecc406aa0e,倾向,OUT,MAYBE,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q8,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q9,BJ-2026-HD-ERMO-Q9,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,9,选择题,,整题,775217e3489df87e,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,MAYBE,OUT,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q9,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q10,BJ-2026-HD-ERMO-Q10,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,10,选择题,,整题,be799dec29707860,倾向,OUT,IN,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q10,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q11,BJ-2026-HD-ERMO-Q11,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,11,选择题,,整题,60416934cf271777,倾向,OUT,MAYBE,COLLECTED,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q11,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q12,BJ-2026-HD-ERMO-Q12,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,12,选择题,,整题,1dfc9d811c724883,不明,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,MAYBE,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q12,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q15,BJ-2026-HD-ERMO-Q15,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,15,选择题,,整题,c1f3e4afcffa4313,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,COLLECTED,OUT,OUT,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q15,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q18#1,BJ-2026-HD-ERMO-Q18,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,18,主观题,1,小问,2c9aaa5d74ced084,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,COLLECTED,MAYBE,完整题-有E1,E1,覆盖rubric_links.csv自动匹配：该行被自动标为'仅有参考答案'(E3)，但book-xuanbi-3.md独立核验确认这份材料对Q18(1)实际功能是E1（分析与综合细则曾错配到'减配实验'话题，纠正后E1及答案均为'市场调研'，material_kind应为正式评分材料而非参考答案），已列入回传题库线要求题库线更正material_kind。 | book-xuanbi-3.md:86 2026海淀二模Q18（1）分析与综合细则错配'减配实验'而E1及答案均为'市场调研',,,,,,BJ-2026-HD-ERMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q18#2,BJ-2026-HD-ERMO-Q18,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,18,主观题,2,小问,4cae20ace79363da,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,COLLECTED,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-HD-ERMO-Q19,BJ-2026-HD-ERMO-Q19,BJ-2026-HD-ERMO,BJ-2026-HD-ERMO,19,主观题,,整题,b536ccab5bb6a7eb,倾向,OUT,COLLECTED,OUT,OUT,OUT,OUT,MAYBE,OUT,OUT,不收-无E1,E3,逐题已匹配参考答案,,,,,,BJ-2026-HD-ERMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2026-SJS-ERMO-Q16,BJ-2026-SJS-ERMO-Q16,BJ-2026-SJS-ERMO,BJ-2026-SJS-ERMO,16,主观题,,整题,cec866e55bb4cf49,倾向,OUT,COLLECTED,OUT,OUT,OUT,MAYBE,OUT,MAYBE,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2026-SJS-ERMO-Q16,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
