source_id,exam_id,rel_path,format,size,pages,role,role_evidence,is_assembly,year,school_year,region,institution,grade,stage,paper_type,version,exam_id_evidence,in_scope
S7f3083ea306e,BJ-2026-TZ-QIMO,2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,pdf,1136980,10,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,通州,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026通州期末` -> 期末; 路径含地区 通州,Y
S22c2a9a9dc00,BJ-2026-SJS-QIMO,2026模拟题/只有答案没有细则的/2026石景山期末/其他材料/答案及评分参考.pdf,pdf,6826389,10,混合载体,混合载体：p1-p8为原卷，p9-p10为Q1-Q20参考答案及Q18/Q20通用等级描述；实际无Q21；原卷‘第二部分共6题’为内部计数错误；本卷为具名无E1例外。,N,2026,2025-2026学年,石景山,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026石景山期末` -> 期末; 路径含地区 石景山,Y
Sd28336f73700,BJ-2020-BJ-GAOKAO,历年高考题及细则/2020北京政治高考.pdf,pdf,236517,4,评分材料,主控与跨组独立实读4页：2020北京高考Q16–Q21正式评分原文、真实分值、替代条件、等级与阅卷反馈；不是原卷。原件SHA d28336f737005ee888d1d4e31a79d5f11f6691afa4c4504ddb614d6129e0c42b,N,2020,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2020; 高考真题统一归北京; 最深含阶段段 `2020北京政治高考.pdf` -> 高考,Y
Sd09df25048f5,BJ-2020-BJ-GAOKAO,历年高考题及细则/2020北京高考真题政治（教师版）.pdf,pdf,431515,18,教师版,文件名含 教师版,N,2020,unknown,北京,unknown,高三,高考,高考真题,教师版,路径含高考年份 2020; 高考真题统一归北京; 最深含阶段段 `2020北京高考真题政治（教师版）.pdf` -> 高考,Y
Sbfb92664a987,BJ-2021-BJ-GAOKAO,历年高考题及细则/2021北京高考真题政治（教师版）.pdf,pdf,947452,12,教师版,文件名含 教师版,N,2021,unknown,北京,unknown,高三,高考,高考真题,教师版,路径含高考年份 2021; 高考真题统一归北京; 最深含阶段段 `2021北京高考真题政治（教师版）.pdf` -> 高考,Y
S515af99fb5a8,BJ-2021-BJ-GAOKAO,历年高考题及细则/2021高考政治主观试题细则汇总（内部资料请勿外传）.pdf,pdf,641897,7,评分材料,文件名含 评分标准/评分参考/评分细则/阅卷标准/细则汇总,N,2021,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2021; 高考真题统一归北京; 最深含阶段段 `2021高考政治主观试题细则汇总（内部资料请勿外传）.pdf` -> 高考,Y
Sb2dd3b8daa4d,BJ-2022-BJ-GAOKAO,历年高考题及细则/2022北京高考真题政治（教师版）.pdf,pdf,608770,22,教师版,文件名含 教师版,N,2022,unknown,北京,unknown,高三,高考,高考真题,教师版,路径含高考年份 2022; 高考真题统一归北京; 最深含阶段段 `2022北京高考真题政治（教师版）.pdf` -> 高考,Y
S07b058a51918,BJ-2022-BJ-GAOKAO,历年高考题及细则/2022年北京高考阅卷标准.pdf,pdf,338288,7,评分材料,文件名含 评分标准/评分参考/评分细则/阅卷标准/细则汇总,N,2022,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2022; 高考真题统一归北京; 最深含阶段段 `2022年北京高考阅卷标准.pdf` -> 高考,Y
Sa304fc30e2f4,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023.16.pdf,pdf,247880,2,分题切片_待定,文件名形如 年份.题号，角色须内容确认,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
Sef033508bb10,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023.17.pdf,pdf,323616,1,分题切片_待定,文件名形如 年份.题号，角色须内容确认,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
S55e70d4fcebb,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023.18(3).pdf,pdf,299209,1,分题切片_待定,文件名形如 年份.题号，角色须内容确认,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
S1317ff2d3699,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023.18（1）（2）.pdf,pdf,116852,1,分题切片_待定,文件名形如 年份.题号，角色须内容确认,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
S32dd066eb95c,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023.19(1).pdf,pdf,74011,1,分题切片_待定,文件名形如 年份.题号，角色须内容确认,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
S2c3853fde0c2,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023.19（2）.pdf,pdf,48391,1,分题切片_待定,文件名形如 年份.题号，角色须内容确认,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
S9bcca4f19c81,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023.20.pdf,pdf,70392,2,分题切片_待定,文件名形如 年份.题号，角色须内容确认,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
Sbf0725189cee,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023北京高考真题政治（教师版）.pdf,pdf,884902,9,教师版,文件名含 教师版,N,2023,unknown,北京,unknown,高三,高考,高考真题,教师版,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `2023北京高考真题政治（教师版）.pdf` -> 高考,Y
S957fa8d76c21,BJ-2023-BJ-GAOKAO,历年高考题及细则/2023高考阅卷细则.pdf,pdf,5690534,5,评分材料,路径/文件名含 细则/评标,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `2023高考阅卷细则.pdf` -> 高考,Y
Sbe05e583ba6a,BJ-2024-BJ-GAOKAO,历年高考题及细则/2024北京高考真题政治（教师版）.pdf,pdf,755603,13,教师版,文件名含 教师版,N,2024,unknown,北京,unknown,高三,高考,高考真题,教师版,路径含高考年份 2024; 高考真题统一归北京; 最深含阶段段 `2024北京高考真题政治（教师版）.pdf` -> 高考,Y
Se0d7d1a5fd45,BJ-2024-BJ-GAOKAO,历年高考题及细则/2024年北京市高考政治试题分析(1).pdf,pdf,14163109,53,试题分析材料,文件名明确含“试题分析”；第三方教研分析材料，非官方原卷,N,2024,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2024; 高考真题统一归北京; 最深含阶段段 `2024年北京市高考政治试题分析(1).pdf` -> 高考,Y
S132a504a16fe,BJ-2025-BJ-GAOKAO,历年高考题及细则/2025北京细则.pdf,pdf,1828500,6,评分材料,路径/文件名含 细则/评标,N,2025,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2025; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
S44eade2b04f8,BJ-2025-BJ-GAOKAO,历年高考题及细则/2025北京高考真题政治（教师版）.pdf,pdf,1168275,21,教师版,文件名含 教师版,N,2025,unknown,北京,unknown,高三,高考,高考真题,教师版,路径含高考年份 2025; 高考真题统一归北京; 最深含阶段段 `2025北京高考真题政治（教师版）.pdf` -> 高考,Y
S125fcac83354,BJ-2026-BJ-GAOKAO,历年高考题及细则/2026北京高考政治细则.docx,docx,20183,unknown,评分材料,路径/文件名含 细则/评标,N,2026,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2026; 高考真题统一归北京; 最深含阶段段 `2026北京高考政治细则.docx` -> 高考,Y
Sc125322a6844,BJ-2026-BJ-GAOKAO,历年高考题及细则/2026年普通高中学业水平等级性考试（思想政治）参考答案.pdf,pdf,253230,2,参考答案,文件名含 答案,N,2026,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2026; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
S150b8360ec5c,BJ-2026-BJ-GAOKAO,历年高考题及细则/2026年普通高中学业水平等级性考试（思想政治）试题.pdf,pdf,9079798,9,原卷,路径/文件名含 试卷/试题/原卷,N,2026,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2026; 高考真题统一归北京; 最深含阶段段 `历年高考题及细则` -> 高考,Y
Seed66a4c3a30,BJ-2023-BJ-GAOKAO,历年高考题及细则/23北京高考.pdf,pdf,1556987,20,原卷,高考语境且无其他角色词，按原卷登记（待内容确认）,N,2023,unknown,北京,unknown,高三,高考,高考真题,,路径含高考年份 2023; 高考真题统一归北京; 最深含阶段段 `23北京高考.pdf` -> 高考,Y
Sab58e68c2d67,BJ-XXXX-UNK-UNK,宝典制作原料/2025班课选必二法律第一轮 法律框架.pdf,pdf,25477452,35,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sfdc2bef79997,BJ-XXXX-UNK-UNK,宝典制作原料/2026班课必修三第一轮 政治与法治.pdf,pdf,24827958,24,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
S480c4b32f530,BJ-XXXX-UNK-UNK,宝典制作原料/2026班课必修三第二轮 政治与法治习题课.pdf,pdf,57083037,46,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Scde33d31c0f6,BJ-XXXX-UNK-UNK,宝典制作原料/2026班课必修二第一轮 五四三二一 .pdf,pdf,30177149,30,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sbe3a6a1f3af8,BJ-XXXX-UNK-UNK,宝典制作原料/2026班课必修二第二轮 经济与社会习题课 .pdf,pdf,66352785,59,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sbca6bdaee7cb,BJ-XXXX-UNK-UNK,宝典制作原料/2026班课选必一第一轮 六要素 .pdf,pdf,16666496,18,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
S72fc1ec38398,BJ-XXXX-UNK-UNK,宝典制作原料/2026班课选必三思维第一轮 思维框架.pdf,pdf,9913238,15,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sb3cff0b2a97c,BJ-XXXX-UNK-UNK,宝典制作原料/2026班课选必三推理第一轮 推理类型.pdf,pdf,14799008,22,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sda3174081032,BJ-XXXX-UNK-UNK,宝典制作原料/制作宝典宪法.docx,docx,356010,unknown,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sa455457d84d5,BJ-XXXX-UNK-UNK,宝典制作原料/必修二 终极版秘籍.docx,docx,22008,unknown,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
S7c051f36d078,BJ-XXXX-UNK-UNK,宝典制作原料/必修二经济与社会-应如何主体积累页.txt,txt,3660,unknown,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sb01c73ea9756,BJ-XXXX-UNK-UNK,宝典制作原料/选必三思维宝典初稿-飞哥正志讲堂.pdf,pdf,2495558,80,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
S58b0b05ab58b,BJ-XXXX-UNK-UNK,宝典制作原料/选必二6.8急救包-飞哥正志讲堂.pdf,pdf,340788,11,未知,无角色线索,N,unknown,unknown,unknown,unknown,高三,unknown,unknown,,,N
Sdf79f0c4f74e,BJ-2023-HD-ERMO,2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治(1).pdf,pdf,785501,8,原卷,原卷/答案实际标题与题目已逐页核对；与本目录二模评分载体同题配对,N,2023,2022-2023学年,海淀,unknown,高三,期末,期末考试,,有界别名关联：保留既有HD-QIMO注册；印刷期末练习2023.05、目录各区二模和评分海淀二模三重来源事实并列，不强改原卷标题,Y
S0a294f8799f7,BJ-2023-HD-ERMO,2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治参考答案 (2)(1).doc,doc,52224,3,参考答案,原卷/答案实际标题与题目已逐页核对；与本目录二模评分载体同题配对,N,2023,2022-2023学年,海淀,unknown,高三,期末,期末考试,,有界别名关联：保留既有HD-QIMO注册；印刷期末练习2023.05、目录各区二模和评分海淀二模三重来源事实并列，不强改原卷标题,Y
Sf986728ea555,BJ-2024-SY-ERMO,2024模拟题/顺义思政二模/细则/细则.docx,docx,32521,unknown,参考答案,原载体正文标题为思想政治参考答案；独立E3，非正式E1；目录/文件名不决定角色,N,2024,2023-2024学年,顺义,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `顺义思政二模` -> 二模; 路径含地区 顺义,Y
S33010f3bed39,BJ-2024-SY-ERMO,2024模拟题/顺义思政二模/试卷/试卷.docx,docx,13156426,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2024,2023-2024学年,顺义,unknown,高三,二模,模拟考试,,顶层目录 2024模拟题; 最深含阶段段 `顺义思政二模` -> 二模; 路径含地区 顺义,Y
