qid,option_mark,dict_hit_modules,c_prior_top_module,note,rule_version
BJ-2026-TZ-YIMO-Q10,B,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q10,C,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q11,①,B3,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q11,②,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q11,③,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q11,④,B3,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q12,①,MI,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q12,②,MI,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q12,③,MI,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q12,④,MI,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q13,①,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q13,②,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q13,③,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q13,④,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q14,①,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q14,②,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q14,③,B3,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q14,④,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q15,①,B3,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q15,②,B3;X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q15,③,B3;X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-TZ-YIMO-Q15,④,B3,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q1,①,B3;X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q1,②,B1;X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q1,③,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q1,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q2,①,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q2,②,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q2,③,B1,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q2,④,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q3,A,B2,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q3,B,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q3,C,CU,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q3,D,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q4,①,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q4,②,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q4,③,PH,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q4,④,X1,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q5,①,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q5,②,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q5,③,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q5,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q6,①,RE,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q6,②,RE,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q6,③,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q6,④,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q7,①,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q7,②,MI,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q7,③,MI,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q7,④,MI,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q8,A,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q8,B,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q8,C,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q8,D,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q9,①,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q9,②,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q9,③,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q9,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q10,A,B2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q10,B,B2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q10,C,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q10,D,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q11,①,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q11,②,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q11,③,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q11,④,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q12,①,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q12,②,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q12,③,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q12,④,CU,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q13,①,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q13,②,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q13,③,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q13,④,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q14,①,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q14,②,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q14,③,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q14,④,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q15,①,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q15,②,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q15,③,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-MTG-YIMO-Q15,④,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q1,A,PH,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q1,B,B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q1,C,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q1,D,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q2,A,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q2,B,,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q2,C,MI,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q2,D,RE,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q3,①,MI,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q3,②,MI,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q3,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q4,A,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q4,B,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q4,C,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q4,D,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q5,A,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q5,B,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q5,C,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q6,A,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q6,B,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q6,C,MI,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q6,D,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q7,A,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q7,B,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q7,C,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q7,D,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q8,①,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q8,②,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q8,③,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q8,④,B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q9,①,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q9,②,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q9,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q9,③,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q10,①,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q10,②,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q10,③,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q10,④,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q11,①,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q11,②,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q11,③,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q11,④,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q12,①,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q12,②,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q12,③,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q12,④,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q14,A,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q14,B,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q14,C,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q14,D,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q15,①,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q15,②,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2026-SY-YIMO-Q15,③,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
